SuburbClass,Rooms,Bathroom,Distance,Latitude,Longitude,BuildingArea,Landsize,HouseAgeType_historic,HouseAgeType_modern
3,4,2.0,20.6,-37.58364,144.90804,146.0,294.0,0,1
3,3,1.0,6.4,-37.7935,144.8893,129.0,323.0,1,0
1,3,1.0,3.5,-37.7835,144.9816,128.0,197.0,1,0
3,3,2.0,11.2,-37.7293,145.0216,117.0,158.0,0,1
3,3,1.0,12.8,-37.7408,144.8553,120.0,542.0,0,1
1,2,1.0,13.0,-37.9259,145.0341,107.0,83.0,0,1
1,4,2.0,8.5,-37.892,145.00799999999995,192.0,376.0,1,0
3,4,2.0,27.2,-37.87959,144.60977,179.0,512.0,0,1
1,3,2.0,10.4,-37.84691,145.10029,151.0,261.0,0,1
1,2,1.0,2.1,-37.8351,144.964,75.0,327.0,0,1
1,4,2.0,5.9,-37.84684,145.03893,270.0,357.0,0,1
1,2,1.0,5.2,-37.766,144.96076000000005,112.0,61.0,0,1
3,2,1.0,14.6,-37.94,145.0449,97.0,756.0,1,0
1,2,1.0,2.6,-37.8193,144.9976,63.0,95.0,1,0
3,4,1.0,8.4,-37.74955,145.00949,113.0,313.0,1,0
3,3,1.0,14.9,-37.7165,145.0759,96.0,319.0,0,1
3,3,1.0,6.4,-37.78817,144.87873000000005,110.0,167.0,0,1
1,3,2.0,9.8,-37.7493,144.8901,223.0,356.0,0,1
1,2,1.0,2.6,-37.812,144.9939,75.0,117.0,1,0
1,3,1.0,6.5,-37.7602,144.9878,156.0,562.0,1,0
1,3,2.0,8.0,-37.8592,144.888,139.0,506.0,1,0
3,2,1.0,16.1,-37.80103,145.17844,100.0,196.0,0,1
1,3,2.0,9.2,-37.8577,145.0421,217.0,885.0,1,0
3,3,1.0,8.4,-37.73912,145.01298,115.0,470.0,1,0
1,4,2.0,9.0,-37.8323,145.0842,173.0,812.0,1,0
1,3,2.0,6.9,-37.7698,144.9214,196.0,287.0,1,0
1,2,1.0,5.2,-37.75715,144.96823999999995,70.0,108.0,0,1
1,4,3.0,8.0,-37.7507,144.8911,267.0,374.0,0,1
1,4,2.0,11.2,-37.9228,145.0022,196.0,432.0,0,1
3,3,1.0,7.8,-37.7549,144.9611,180.0,233.0,1,0
1,2,1.0,2.6,-37.8218,145.0132,81.0,138.0,1,0
3,3,1.0,8.6,-37.78311,144.85331000000005,93.0,620.0,1,0
1,3,1.0,13.0,-37.9263,145.04,164.0,692.0,1,0
3,4,2.0,16.3,-37.66747,144.98802,205.0,544.0,0,1
3,3,1.0,13.0,-37.6962,144.9376,145.0,751.0,0,1
3,3,2.0,14.6,-37.9378,145.0385,123.0,164.0,0,1
1,2,1.0,7.7,-37.8401,145.09113,82.6,92.0,1,0
1,3,1.0,11.8,-37.9064,145.0291,124.0,397.0,1,0
1,4,2.0,9.2,-37.8516,145.061,216.0,645.0,1,0
3,3,2.0,22.2,-37.98596,145.13187,150.0,801.0,0,1
1,2,1.0,11.2,-37.8159,145.0902,80.0,124.0,0,1
3,4,2.0,5.9,-37.7764,144.9479,184.0,621.0,1,0
3,4,3.0,12.1,-37.7127,144.9489,268.0,591.0,0,1
3,3,2.0,8.4,-37.8334,144.8673,192.0,333.0,0,1
3,3,2.0,20.5,-37.63478,145.08486000000005,101.0,155.0,0,1
1,2,1.0,6.1,-37.8658,144.9774,97.0,165.0,1,0
3,3,1.0,14.7,-37.89363,144.65693000000005,151.0,700.0,1,0
3,3,2.0,9.9,-37.7182,144.9405,168.0,608.0,1,0
3,3,2.0,7.0,-37.8228,144.8799,147.0,448.0,1,0
1,4,2.0,5.2,-37.7722,144.9681,156.0,281.0,1,0
1,2,2.0,13.7,-37.9365,145.0008,92.0,516.0,0,1
3,3,2.0,13.6,-37.8738,145.1054,94.0,224.0,0,1
1,3,2.0,5.9,-37.7778,144.9042,177.0,314.0,0,1
3,4,2.0,10.8,-37.77352,145.09843999999995,120.0,650.0,1,0
3,4,3.0,16.7,-37.90779000000001,145.15042,167.0,727.0,0,1
3,4,2.0,20.6,-37.56857,144.91693999999995,148.0,312.0,0,1
1,4,2.0,14.3,-37.7738,145.16711999999995,199.0,785.0,0,1
1,4,3.0,8.2,-37.73154,144.92243,274.0,861.0,1,0
1,3,2.0,13.1,-37.8229,145.1217,158.0,693.0,1,0
1,2,1.0,3.6,-37.77796,144.98373999999995,93.0,164.0,1,0
3,3,1.0,13.0,-37.6988,144.9438,105.0,700.0,1,0
3,4,2.0,19.6,-37.64051,145.05743,157.0,635.0,0,1
3,4,2.0,11.1,-37.8391,144.8467,170.0,315.0,0,1
1,4,2.0,12.4,-37.75763,145.09974,240.0,662.0,1,0
3,3,1.0,31.7,-37.58442,144.75565,131.0,754.0,0,1
1,4,2.0,8.0,-37.7508,144.8937,193.0,554.0,1,0
3,3,1.0,29.8,-37.70153,144.57243,116.0,580.0,0,1
1,3,2.0,8.0,-37.7532,144.9178,171.0,188.0,1,0
3,2,1.0,8.8,-37.7462,145.0044,85.0,214.0,1,0
3,5,3.0,11.1,-37.8388,144.8567,251.0,592.0,0,1
3,3,1.0,22.7,-37.98298,145.17932,112.0,550.0,1,0
1,2,1.0,5.9,-37.7807,144.9288,79.0,118.0,1,0
3,3,2.0,9.9,-37.7223,144.9315,142.0,191.0,0,1
3,4,3.0,11.2,-37.7444,144.8847,162.0,539.0,0,1
3,3,1.0,12.1,-37.7124,144.9514,112.0,604.0,0,1
1,3,2.0,11.2,-37.8916,145.0017,143.0,354.0,1,0
3,3,1.0,9.5,-37.7506,145.043,109.0,631.0,1,0
3,3,2.0,13.6,-37.709,144.8964,139.0,215.0,0,1
1,3,1.0,9.3,-37.8874,145.019,121.0,451.0,1,0
1,3,3.0,6.5,-37.7583,145.0025,133.0,288.0,1,0
1,5,2.0,16.7,-37.90001,145.18688,291.0,790.0,0,1
1,4,2.0,13.1,-37.8247,145.1281,195.0,692.0,1,0
3,3,2.0,19.9,-37.82536,145.22228,133.0,461.0,0,1
3,4,4.0,11.7,-37.74975,144.86895,127.0,538.0,0,1
1,2,1.0,7.7,-37.8802,144.9942,83.0,553.0,1,0
3,3,1.0,9.9,-37.7253,144.938,111.0,641.0,1,0
3,2,1.0,11.2,-37.719,145.0014,84.0,146.0,0,1
3,3,1.0,4.2,-37.7957,144.93200000000004,121.0,199.0,1,0
1,2,1.0,7.0,-37.75642,144.98755,100.0,225.0,1,0
1,3,1.0,2.5,-37.8007,144.9958,124.0,168.0,1,0
3,3,2.0,17.2,-37.82653,145.20261000000005,150.0,309.0,0,1
3,4,1.0,38.0,-38.15675,145.12707,109.0,713.0,1,0
3,3,1.0,12.8,-37.7441,144.8503,104.0,538.0,0,1
3,3,1.0,4.2,-37.7923,144.9324,135.0,239.0,1,0
3,4,2.0,11.2,-37.71652,144.91211,204.0,656.0,1,0
1,3,1.0,2.3,-37.7977,144.9512,93.0,232.0,1,0
1,2,1.0,5.2,-37.7656,144.9562,157.0,159.0,1,0
1,3,1.0,2.6,-37.8116,145.0042,92.0,176.0,1,0
3,3,1.0,23.0,-37.79486,145.28673999999995,120.0,396.0,1,0
3,4,2.0,8.5,-37.73058,144.9353,171.0,578.0,1,0
1,5,3.0,9.0,-37.8317,145.0738,222.0,645.0,0,1
1,2,1.0,13.0,-37.9204,145.0443,250.0,140.0,0,1
1,4,1.0,5.2,-37.7611,144.9677,139.0,264.0,1,0
3,3,2.0,12.8,-37.7402,144.8591,200.0,683.0,0,1
3,3,1.0,34.9,-38.09798,145.18737,106.0,528.0,0,1
1,3,2.0,11.4,-37.8974,145.0539,130.0,300.0,0,1
3,3,1.0,17.4,-37.66004,144.92338,111.0,631.0,1,0
3,3,2.0,8.5,-37.72623,144.94521,226.0,330.0,0,1
3,2,1.0,7.8,-37.8068,144.8782,219.0,220.0,1,0
3,3,1.0,12.8,-37.7301,144.8671,127.0,713.0,0,1
1,2,1.0,5.5,-37.7784,145.0042,99.0,229.0,1,0
3,3,1.0,12.0,-37.72017,144.99873,99.0,529.0,1,0
1,4,2.0,11.8,-37.9084,145.0532,189.0,314.0,0,1
1,3,1.0,5.9,-37.86115,145.03217,156.0,228.0,1,0
3,3,1.0,13.0,-37.7097,144.9256,148.0,697.0,1,0
3,3,1.0,12.8,-37.7459,144.8673,102.0,352.0,0,1
3,3,1.0,9.5,-37.7528,144.85585,103.0,561.0,0,1
3,4,2.0,11.8,-37.765,145.0933,245.0,475.0,0,1
1,3,2.0,4.5,-37.8526,145.0071,134.0,128.0,0,1
3,4,2.0,18.0,-37.68104,144.74608,221.0,542.0,0,1
3,4,2.0,31.7,-37.57355,144.70854,139.0,581.0,1,0
1,3,2.0,3.5,-37.7912,144.9825,145.0,112.0,0,1
3,3,1.0,11.2,-37.728,145.0352,84.0,592.0,1,0
1,4,3.0,21.5,-38.00341,145.08773,178.0,557.0,1,0
1,2,1.0,4.5,-37.852,145.0061,72.0,141.0,1,0
1,3,1.0,13.9,-37.9286,145.069,133.0,588.0,1,0
1,2,1.0,13.0,-37.9245,145.0336,92.0,116.0,1,0
3,2,1.0,10.5,-37.7365,145.0545,78.0,605.0,1,0
1,3,2.0,11.2,-37.8833,145.0697,146.0,337.0,0,1
1,3,2.0,3.3,-37.8415,144.952,159.0,132.0,0,1
1,4,1.0,2.6,-37.8185,145.0061,144.0,434.0,1,0
1,4,2.0,6.9,-37.7615,144.9094,246.0,431.0,1,0
3,2,1.0,5.9,-37.7741,144.9449,66.0,501.0,1,0
1,2,1.0,2.3,-37.8044,144.9481,73.0,111.0,1,0
1,3,2.0,5.6,-37.8074,145.0318,139.0,336.0,1,0
3,3,2.0,16.1,-37.71733,145.09622,147.0,743.0,0,1
1,2,1.0,6.5,-37.7569,144.9914,102.0,303.0,1,0
1,3,2.0,10.1,-37.89235,145.04953999999995,147.0,338.0,0,1
1,3,2.0,5.5,-37.7763,144.9967,138.0,608.0,0,1
3,2,2.0,12.0,-37.72357,144.98561999999995,138.0,126.0,0,1
3,3,1.0,14.5,-37.9428,145.0296,106.0,583.0,0,1
3,4,2.0,35.2,-38.05379,145.34803,168.01,563.0,0,1
3,4,2.0,5.2,-37.75465,144.94144,180.0,600.0,0,1
1,2,1.0,1.9,-37.83281,144.96633,95.0,128.0,1,0
3,3,1.0,13.5,-37.7302,144.8855,130.0,265.0,0,1
3,3,2.0,8.7,-37.7697,144.878,200.0,222.0,0,1
3,3,2.0,14.6,-37.9368,145.0568,160.0,784.0,1,0
3,2,1.0,8.4,-37.8475,144.8897,90.0,168.0,1,0
1,4,1.0,11.2,-37.8224,145.0959,143.0,579.0,1,0
1,3,2.0,13.9,-37.7798,145.1368,129.0,648.0,0,1
1,3,2.0,3.3,-37.8416,144.9959,135.0,221.0,1,0
3,2,1.0,11.5,-37.7151,144.9191,85.0,189.0,0,1
3,4,2.0,12.1,-37.69382,145.04831,152.0,287.0,0,1
3,3,1.0,27.0,-38.03819,145.12443000000005,136.0,694.0,0,1
1,3,2.0,11.7,-37.8445,145.1011,120.0,653.0,1,0
1,2,1.0,3.3,-37.8446,144.9896,77.0,132.0,1,0
1,2,1.0,3.5,-37.8287,145.0089,77.0,149.0,1,0
1,2,1.0,5.5,-37.7668,145.0149,126.0,607.0,1,0
3,2,1.0,8.8,-37.7484,144.9886,139.0,472.0,1,0
1,3,2.0,12.2,-37.8621,145.1021,215.0,782.0,1,0
1,3,2.0,4.6,-37.8474,145.0125,131.0,3.0,0,1
3,2,1.0,5.9,-37.7528,144.9368,64.0,73.0,1,0
3,5,2.0,9.9,-37.7328,144.9281,166.0,705.0,1,0
3,4,2.0,20.6,-37.5951,144.9091,171.0,400.0,0,1
1,4,2.0,12.4,-37.78145,145.13598000000005,218.0,652.0,0,1
1,2,1.0,11.2,-37.8263,145.0962,105.0,101.0,0,1
3,4,2.0,23.0,-37.80718,145.28581,228.0,864.0,0,1
1,4,3.0,10.2,-37.87159000000001,145.0795,240.0,510.0,0,1
3,3,1.0,15.3,-37.68336,145.0029,131.0,544.0,0,1
3,2,1.0,11.4,-37.7362,145.079,83.0,164.0,0,1
1,2,1.0,3.4,-37.7928,144.9987,85.0,174.0,1,0
1,3,2.0,7.9,-37.7702,145.0398,165.0,608.0,1,0
3,3,1.0,6.3,-37.81335,144.89471,124.0,284.0,1,0
3,3,1.0,11.1,-37.8291,144.835,117.0,533.0,0,1
3,6,3.0,8.2,-37.8053,144.8681,199.0,554.0,1,0
3,3,1.0,15.0,-37.731,145.0811,129.0,706.0,0,1
3,3,2.0,15.3,-37.67231,145.00556,121.0,541.0,0,1
3,3,1.0,45.9,-37.48701,144.58567,110.0,665.0,1,0
1,1,1.0,3.3,-37.8356,144.9767,53.0,480.0,1,0
1,3,1.0,13.9,-37.9244,145.0665,120.0,721.0,0,1
3,3,1.0,14.0,-37.6845,144.90761,94.0,704.0,1,0
1,4,2.0,2.7,-37.83986,144.98598,216.0,176.0,1,0
3,2,1.0,7.8,-37.7516,144.9623,95.0,97.0,0,1
3,3,2.0,9.9,-37.7177,144.9328,94.0,141.0,0,1
3,5,2.0,13.5,-37.7981,144.7936,176.0,596.0,0,1
3,3,2.0,11.0,-37.871,144.81153,132.0,305.0,0,1
1,2,1.0,5.5,-37.76300000000001,144.9886,115.0,347.0,1,0
3,2,1.0,14.5,-37.933,145.0322,68.0,215.0,0,1
3,2,1.0,11.2,-37.71122,144.91863,70.0,102.0,0,1
1,3,1.0,8.5,-37.8832,145.0133,108.0,351.0,1,0
3,3,1.0,4.4,-37.7844,144.9359,110.0,320.0,1,0
1,4,2.0,13.8,-37.93167,145.00134,200.0,726.0,1,0
3,2,1.0,7.0,-37.822,144.89,79.0,148.0,0,1
3,3,1.0,28.8,-37.99095,145.2316,113.0,700.0,1,0
3,2,2.0,14.6,-37.72473,145.11657,120.0,248.0,0,1
1,2,1.0,3.4,-37.7912,144.9967,99.0,164.0,1,0
1,3,1.0,2.6,-37.8219,145.0096,92.0,152.0,1,0
1,4,2.0,15.2,-37.95877,145.02701000000005,233.0,463.0,0,1
3,3,1.0,9.4,-37.7339,145.0405,200.0,476.0,1,0
3,3,1.0,16.3,-37.67056,145.03698,100.0,589.0,0,1
1,3,2.0,3.6,-37.78714,144.97966,125.0,138.0,1,0
3,2,1.0,13.8,-37.8696,144.827,93.0,225.0,0,1
1,3,2.0,3.3,-37.8448,144.9453,134.0,147.0,1,0
3,3,1.0,14.0,-37.74965,144.77008999999995,120.0,544.0,0,1
3,3,2.0,11.5,-37.718,144.9124,165.0,790.0,1,0
1,2,2.0,2.3,-37.8018,144.9429,119.0,88.0,0,1
1,3,2.0,2.5,-37.8085,144.9964,190.0,214.0,0,1
3,3,2.0,11.8,-37.7683,145.0959,190.0,514.0,1,0
3,3,1.0,10.4,-37.72752,144.88358,153.0,169.0,0,1
3,3,1.0,31.7,-37.56291,144.72848,120.0,639.0,0,1
3,4,2.0,23.0,-37.79587,145.2683,225.0,880.0,0,1
1,3,1.0,3.3,-37.8395,144.9868,88.0,154.0,1,0
3,3,2.0,10.8,-37.77892,145.09281,161.0,573.0,0,1
1,4,3.0,5.9,-37.782,144.903,204.0,562.0,1,0
3,3,1.0,12.4,-37.7071,144.9666,107.0,599.0,1,0
3,4,2.0,13.0,-37.6979,144.9377,194.0,768.0,0,1
3,3,1.0,8.2,-37.7912,144.868,147.0,501.0,1,0
1,5,3.0,11.7,-37.848,145.09799999999996,253.0,661.0,1,0
3,3,2.0,12.9,-37.70322,144.88236,118.0,238.0,0,1
1,2,1.0,5.2,-37.7676,144.9659,93.0,199.0,1,0
1,3,2.0,11.0,-37.8642,144.84257,127.8,663.0,0,1
3,2,1.0,7.8,-37.7505,144.9725,89.0,457.0,1,0
3,3,2.0,12.3,-37.91017,145.11488,130.0,200.0,0,1
3,3,1.0,13.3,-37.7704,144.8384,111.0,538.0,0,1
1,4,2.0,6.3,-37.85249,145.02091,255.0,761.0,1,0
3,3,1.0,11.1,-37.8277,144.8385,157.0,531.0,1,0
1,4,2.0,10.4,-37.84248,145.10181,258.0,514.0,0,1
3,3,1.0,10.5,-37.79354,144.8328,126.0,446.0,1,0
3,4,1.0,13.8,-37.7297,145.0946,172.0,865.0,1,0
1,4,2.0,10.7,-37.9255,145.0118,233.0,678.0,1,0
3,3,1.0,9.5,-37.7504,145.0335,93.0,609.0,1,0
1,2,1.0,3.3,-37.8436,144.9925,81.0,176.0,1,0
3,2,1.0,13.5,-37.7234,144.8792,94.0,120.0,0,1
1,3,2.0,3.8,-37.8346,144.9448,131.0,241.0,1,0
3,3,3.0,1.9,-37.805,144.9448,195.0,506.0,0,1
3,4,2.0,34.7,-38.0817,145.19654,187.0,448.0,0,1
3,3,1.0,10.5,-37.79128,144.82362,131.0,520.0,0,1
1,3,1.0,7.5,-37.8204,145.0489,120.0,211.0,0,1
3,3,1.0,13.0,-37.7,144.9427,120.0,780.0,1,0
1,3,2.0,6.5,-37.7617,145.0117,234.0,297.0,0,1
3,3,1.0,11.8,-37.7599,145.0849,140.0,385.0,0,1
1,3,2.0,9.7,-37.814,145.0966,252.0,699.0,0,1
1,3,2.0,5.6,-37.8053,145.0327,204.0,247.0,0,1
1,4,2.0,10.4,-37.85374,145.12458999999996,196.0,627.0,1,0
1,2,1.0,11.4,-37.8936,145.056,75.0,912.0,0,1
1,3,2.0,2.3,-37.7987,144.9434,245.0,230.0,1,0
3,3,1.0,12.4,-37.6968,144.9674,113.0,592.0,1,0
3,2,1.0,11.2,-37.712,144.91761,112.0,182.0,0,1
3,4,2.0,7.0,-37.8197,144.8957,171.0,319.0,1,0
3,4,2.0,13.5,-37.7951,144.8213,198.0,759.0,0,1
3,3,1.0,8.2,-37.7911,144.8821,96.0,448.0,1,0
3,3,2.0,11.8,-37.7689,145.099,180.0,585.0,1,0
3,4,2.0,18.4,-37.87517,144.67094,134.0,452.0,0,1
3,3,1.0,7.0,-37.8108,144.8899,139.0,323.0,1,0
3,3,1.0,8.9,-37.8546,144.8762,126.0,311.0,1,0
1,4,2.0,5.6,-37.8124,145.0361,215.0,660.0,1,0
1,3,2.0,4.5,-37.8544,145.0038,125.0,273.0,1,0
3,3,1.0,16.3,-37.6708,145.01353,102.0,604.0,1,0
3,3,1.0,9.2,-37.7798,144.8661,146.0,214.0,0,1
1,4,2.0,7.4,-37.866,145.039,195.0,586.0,1,0
1,4,2.0,6.4,-37.7743,145.0316,112.0,606.0,0,1
3,3,1.0,4.4,-37.7839,144.9273,132.0,180.0,0,1
3,3,1.0,12.4,-37.7092,144.9695,107.0,208.0,0,1
1,3,3.0,4.5,-37.7739,144.975,151.0,87.0,0,1
3,3,1.0,20.6,-37.62388,144.93701,92.0,372.0,0,1
1,2,1.0,7.9,-37.7634,145.0406,70.0,71.0,1,0
1,2,1.0,8.0,-37.758,144.9311,77.0,168.0,0,1
1,3,2.0,10.1,-37.90262,145.05709,167.0,621.0,1,0
1,2,2.0,9.7,-37.7245,144.9097,106.0,378.0,0,1
1,3,2.0,4.6,-37.8236,145.0425,155.0,341.0,1,0
3,3,1.0,14.6,-37.9376,145.0474,143.0,834.0,1,0
1,4,4.0,12.4,-37.76918,145.10445,147.0,386.0,0,1
3,2,1.0,8.9,-37.75343,145.06328,107.0,154.0,0,1
3,4,1.0,10.5,-37.7437,145.0506,113.0,374.0,1,0
1,2,1.0,4.5,-37.8503,144.9913,121.0,88.0,0,1
3,2,1.0,14.0,-37.68988,144.91113,98.0,662.0,1,0
3,2,1.0,10.8,-37.7854,144.8463,74.0,555.0,1,0
1,2,1.0,7.5,-37.8265,145.0484,70.0,229.0,1,0
3,3,1.0,13.0,-37.7097,144.9351,100.0,597.0,1,0
3,2,1.0,14.5,-37.9432,145.0348,107.0,217.0,0,1
1,2,1.0,2.5,-37.8099,145.0027,128.0,129.0,1,0
1,3,3.0,2.4,-37.82622,144.99879,81.0,81.0,0,1
3,3,1.0,6.7,-37.73999,144.95141,107.0,379.0,1,0
3,3,1.0,12.0,-37.7197,144.99295,109.0,482.0,0,1
3,1,1.0,11.2,-37.7025,144.9887,80.0,141.0,0,1
1,4,2.0,8.0,-37.7434,144.9256,250.0,601.0,0,1
1,2,1.0,5.5,-37.7668,145.0063,115.0,129.0,0,1
3,4,2.0,14.7,-37.89279000000001,144.73158,182.9,416.0,0,1
3,3,1.0,9.2,-37.7869,144.8749,121.0,210.0,0,1
3,3,1.0,31.7,-37.57532,144.71058,96.0,606.0,0,1
1,3,2.0,5.2,-37.76491,144.95253,167.0,401.0,1,0
1,3,1.0,4.5,-37.7643,144.9808,116.0,213.0,0,1
1,3,2.0,9.2,-37.7935,145.0865,168.0,763.0,1,0
1,4,2.0,5.3,-37.81474,145.02608999999995,276.0,371.0,1,0
3,3,2.0,7.0,-37.811,144.8844,211.0,542.0,0,1
3,4,3.0,11.2,-37.70317,144.91396,175.0,708.0,0,1
3,3,2.0,14.6,-37.9426,145.0568,104.0,534.0,1,0
1,4,2.0,5.9,-37.7791,144.9136,195.0,559.0,1,0
1,3,1.0,9.0,-37.8265,145.072,130.0,459.0,1,0
3,3,1.0,12.1,-37.70301,145.06341,119.0,582.0,0,1
3,3,2.0,16.1,-37.68569,145.10902,200.0,587.0,0,1
1,4,3.0,8.0,-37.7517,144.9086,218.0,519.0,1,0
1,2,1.0,11.2,-37.8835,145.0886,119.0,604.0,1,0
1,3,2.0,6.9,-37.77,144.91299999999995,199.0,408.0,1,0
1,3,2.0,8.4,-37.8279,145.07403,119.0,359.0,1,0
3,2,1.0,8.8,-37.7523,145.0091,79.0,126.0,0,1
1,4,3.0,11.2,-37.878,145.0666,90.0,222.0,0,1
3,4,2.0,28.5,-37.96466,145.27006,165.0,669.0,0,1
3,3,1.0,7.0,-37.8175,144.8879,105.0,191.0,1,0
3,3,2.0,20.6,-37.58242,144.93001,150.0,448.0,0,1
1,3,2.0,13.8,-37.91783,145.0816,239.0,335.0,0,1
3,4,2.0,8.8,-37.7347,144.9966,217.0,559.0,1,0
3,3,1.0,9.9,-37.7156,144.9429,120.0,560.0,1,0
1,4,2.0,13.9,-37.9207,145.0757,167.0,610.0,1,0
1,2,1.0,11.8,-37.9011,145.0474,91.0,94.0,0,1
1,3,1.0,11.0,-37.8636,145.0903,164.0,697.0,1,0
3,5,3.0,6.7,-37.75402,144.95991,180.0,900.0,1,0
1,5,3.0,7.5,-37.75148,144.88519,291.0,607.0,0,1
3,3,2.0,3.4,-37.78273,144.92358000000004,153.0,459.0,0,1
1,3,2.0,3.3,-37.8416,144.9923,118.0,80.0,0,1
3,4,2.0,38.0,-38.16363,145.11545,180.0,536.0,0,1
3,5,2.0,14.7,-37.9366,145.0954,239.0,558.0,0,1
3,3,2.0,12.1,-37.7073,144.9486,113.0,230.0,0,1
3,3,2.0,18.4,-37.87447,144.66771,200.0,580.0,0,1
1,4,2.0,11.8,-37.905,145.029,193.0,691.0,1,0
3,4,2.0,31.7,-37.56284,144.71187,161.0,650.0,0,1
1,3,2.0,5.9,-37.85183,145.03863,216.0,400.0,0,1
1,3,1.0,7.8,-37.8405,145.0924,116.0,643.0,1,0
3,3,2.0,12.8,-37.7415,144.8668,133.0,320.0,0,1
1,4,3.0,8.5,-37.8871,145.0081,255.0,669.0,1,0
3,4,2.0,7.7,-37.829,144.8807,134.0,830.0,1,0
3,2,1.0,16.3,-37.67096,145.02445,93.0,416.0,1,0
1,4,2.0,9.2,-37.7917,145.0868,185.0,647.0,1,0
1,5,3.0,7.8,-37.76086,145.05177,222.0,740.0,1,0
3,4,2.0,14.6,-37.9398,145.0554,214.0,696.0,1,0
3,3,2.0,18.0,-37.70577,145.1316,129.0,812.0,0,1
1,2,1.0,11.4,-37.897,145.0593,61.0,73.0,0,1
1,3,2.0,3.3,-37.8361,144.9831,200.0,215.0,1,0
3,4,2.0,24.7,-37.94264,145.21786,200.0,830.0,0,1
3,3,3.0,9.5,-37.75962,144.86675,190.0,668.0,0,1
3,3,2.0,11.5,-37.7182,144.9244,138.0,272.0,0,1
3,3,1.0,10.5,-37.7477,145.0481,130.0,592.0,1,0
1,4,2.0,4.6,-37.814,145.0175,220.0,665.0,1,0
1,4,3.0,7.7,-37.8748,144.9778,218.0,348.0,1,0
3,3,1.0,28.8,-37.99608,145.23587,85.0,585.0,1,0
1,3,2.0,7.4,-37.8562,145.0373,105.0,396.0,1,0
3,4,2.0,7.8,-37.7529,144.9534,256.0,482.0,0,1
3,3,1.0,11.2,-37.6946,144.9962,135.0,543.0,0,1
1,3,1.0,6.3,-37.8554,145.0173,80.0,186.0,1,0
3,3,1.0,12.3,-37.9125,145.11844,115.0,700.0,1,0
3,2,1.0,12.4,-37.7049,144.9638,100.0,215.0,0,1
3,3,1.0,9.2,-37.7305,144.9803,98.0,404.0,1,0
1,4,3.0,7.3,-37.852,145.07321000000005,255.0,409.0,0,1
1,3,2.0,8.0,-37.7546,144.9042,138.0,605.0,1,0
1,2,2.0,2.5,-37.8079,144.9977,135.0,124.0,0,1
1,3,1.0,13.9,-37.9087,145.0537,105.0,250.0,0,1
3,3,2.0,18.0,-37.68811,144.74999,153.0,453.0,0,1
3,4,2.0,20.6,-37.59392,144.89956,83.0,336.0,0,1
1,2,1.0,13.7,-37.9389,145.0186,86.0,90.0,0,1
1,4,2.0,13.9,-37.7781,145.1337,240.0,769.0,0,1
3,3,1.0,13.6,-37.8812,145.105,88.0,620.0,0,1
3,3,1.0,13.5,-37.7191,144.8857,217.0,488.0,1,0
3,5,3.0,6.6,-37.8078,144.8846,218.0,386.0,1,0
3,4,2.0,12.9,-37.70626,144.89551,210.0,474.0,0,1
1,2,1.0,7.5,-37.7974,145.0526,70.0,838.0,0,1
3,3,2.0,7.8,-37.8108,144.8819,123.0,269.0,1,0
3,2,1.0,4.2,-37.7976,144.9213,112.0,325.0,0,1
3,3,1.0,14.5,-37.687,144.9084,90.0,650.0,0,1
3,3,2.0,8.8,-37.7302,144.998,119.0,650.0,1,0
3,2,2.0,21.3,-37.80401,145.25225,116.0,736.0,1,0
1,3,2.0,7.9,-37.7587,145.0426,169.0,834.0,1,0
1,4,2.0,2.6,-37.8268,145.0129,193.0,288.0,1,0
3,3,2.0,16.3,-37.67414,145.0205,120.0,655.0,0,1
1,2,2.0,4.6,-37.8427,145.0236,119.0,586.0,0,1
1,2,2.0,5.2,-37.7625,144.9653,105.0,177.0,0,1
3,3,1.0,12.8,-37.7459,144.8643,133.0,412.0,0,1
3,3,2.0,20.6,-37.59735,144.91118,184.0,255.0,0,1
1,4,2.0,2.5,-37.8073,144.9952,135.0,780.0,1,0
1,3,2.0,3.4,-37.7921,144.9898,135.0,176.0,1,0
1,4,2.0,13.9,-37.9245,145.0507,207.0,305.0,0,1
3,3,2.0,12.4,-37.6994,144.9686,133.0,297.0,0,1
3,3,2.0,14.3,-37.94511,145.04426999999995,117.0,301.0,0,1
1,3,2.0,10.1,-37.89584,145.04741,200.0,557.0,1,0
3,2,1.0,7.8,-37.7424,144.9576,106.2,275.0,1,0
3,4,2.0,12.6,-37.7939,144.8283,144.0,430.0,1,0
3,2,1.0,4.2,-37.7925,144.9264,88.0,211.0,1,0
3,3,1.0,5.9,-37.7525,144.9321,141.0,717.0,1,0
3,3,1.0,8.4,-37.847,144.8734,84.0,390.0,0,1
3,2,1.0,8.7,-37.774,144.8797,85.0,54.0,0,1
3,3,2.0,12.1,-37.715,144.9475,251.0,301.0,0,1
1,3,2.0,7.7,-37.8772,144.9904,138.0,362.0,1,0
3,2,1.0,11.2,-37.7059,145.0115,70.0,159.0,0,1
3,5,3.0,13.8,-37.7378,145.0955,233.0,531.0,0,1
3,3,2.0,7.8,-37.8079,144.8825,132.0,272.0,1,0
1,4,2.0,9.1,-37.7595,144.8993,161.0,746.0,1,0
3,4,2.0,20.0,-37.98707,145.0609,274.0,408.0,0,1
1,3,3.0,13.0,-37.9166,145.0418,194.0,338.0,0,1
